ad_title,brand_name,cost,ctr,id,like,video_name,is_ugc,duration,height,width,industry_parent,industry_child,objective_value,creative_theme,creative_concept,format_production_style,talent_type,demographic_representation,audience_focus,campaign_objective
Best thermal brush SOLD OUT!!!,,2,0.01,7321804075703205889,8347,ad_16000000000_3_10_1,TRUE,20.1,1024,576,Appliances,Personal Care Appliances,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Solution Aware,Sales
Not to be confused😅,,2,0.01,7158379186218074113,25215,ad_16000000000_3_11_1,TRUE,10.521,1024,576,Appliances,Home Appliances,Conversions,Product-Centric,Product demo,Native Video,Actors,Unclear,Problem Aware,Sales
WOW! Swipe left now,Air Conditioner,2,0.01,7339155546408927234,33472,ad_16000000000_3_12_1,TRUE,43.699,1024,576,Appliances,Home Appliances,Conversions,Promotional & Offer-Based,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
SALE 50%OFF FREE SHIPPING,The mingo,1,0.01,7340671670490562561,2747,ad_16000000000_3_13_1,TRUE,36.067,1024,576,Appliances,Home Appliances,Conversions,Product-Centric,Product demo,Native Video,Customers,Unclear,Unclear,Awareness
Hot Sale Alert! Up to 65% OFF – Don’t Miss Out!,topproizvodi.eu,2,0.01,7443691018916593682,4840,ad_16000000000_3_14_1,TRUE,8.151,1280,720,Appliances,Personal Care Appliances,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Solution Aware,Awareness
Get Yourself A Drone In This Excitingly Low Price! Swipe Left,Drones,2,0.01,7221176518660063234,40029,ad_16000000000_3_15_1,TRUE,18.205,960,540,Appliances,Digital Devices,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
"4K UHD 100inch TV, $100 USD TODAY!",Factory direct sale,1,0.01,7195198622990893057,2110,ad_16000000000_3_16_1,TRUE,29.514,1024,576,Appliances,Large Appliances,Conversions,Product-Centric,Product demo,Native Video,Unclear,Diverse Gender Representation,Product Aware,Sales
Closing Sale | 80% Off While Supplies Last!,SlushyWorld®,2,0.01,7250018846772477954,22561,ad_16000000000_3_17_1,TRUE,18.111,1024,576,Appliances,Kitchen & Bathroom Appliances,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Product Aware,Sales
50% OFF + FREE SHIPPING NOW!,JET DRY OFFICIAL,1,0.01,7293110458147291138,2929,ad_16000000000_3_18_1,TRUE,26.2,1024,576,Appliances,Home Appliances,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Solution Aware,Awareness
You no longer have to worry about snow covering your home and car on cold mornings!,decsnts,2,0.01,7301947866757791746,3502,ad_16000000000_3_19_1,TRUE,24.916,1024,576,Appliances,Home Appliances,Conversions,Product-Centric,Product demo,Native Video,Combination of actors and customers,Diverse Age Range,Problem Aware,Sales
Our excitement levels when it comes to mopping with our new O-Cedar® PACS Hard Floor Cleaner!,O-Cedar,2,0.01,7265826640319283202,13488,ad_18000000000_3_0_1,TRUE,9.04,1024,576,Household Products,Cleaning Appliances,Conversions,Humor & Entertainment,Meme-based content,Static Image,Actors,Primarily Female,Unclear,Awareness
You need this heavy oil cleansing powder with super cleaning ability,JOLIE,2,0.01,7238428725318549506,1732,ad_18000000000_3_1_1,TRUE,24.939,1024,576,Household Products,Cleaning Supplies,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Problem Aware,Sales
ENSURE SAFETY AT UNCERTAIN TIMES!,Decsnts,2,0.01,7312341455720103938,6320,ad_18000000000_3_2_1,TRUE,17.067,1280,720,Household Products,Toys,Conversions,Product-Centric,Product demo,Native Video,Combination of actors and customers,Diverse Age Range,Problem Aware,Sales
Self-twist mop lantai 🤩🤩 #mop #moplantaiviral #moplantaimurah #moplantaitiktokshop #moplantaimudah #handsfreemop #selftwistmop #mops #freegiftsforyou #wallhanger #fyp #viral,,2,0.01,7357203691903729665,2930,ad_18000000000_3_3_1,TRUE,24.8,1024,576,Household Products,Cleaning Appliances,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
Get your FREE Sample!,,2,0.01,7263480734659723266,4317,ad_18000000000_3_4_1,TRUE,24.64,1024,576,Household Products,Cleaning Supplies,Conversions,Testimonial & Social Proof,Unboxing,Native Video,Influencers,Primarily Female,Product Aware,Sales
This saved @thejunglebadger 's relationship...,getlooloo,2,0.01,7153344878452457474,1728,ad_18000000000_3_5_1,TRUE,15.536,1024,576,Household Products,Cleaning Supplies,Conversions,Product-Centric,Product demo,Native Video,Actors,Primarily Male,Problem Aware,Sales
"Last batch of stock, now on clearance at special prices.",shopping festival,2,0.01,7438147639483187218,13467,ad_18000000000_3_6_1,TRUE,59.978,1280,720,Household Products,Storage Products,Conversions,Product-Centric,Product demo,Native Video,Customers,Diverse Gender Representation,Solution Aware,Sales
#asmr #jubietoys #gelblaster #splatrball,,1,0.01,7257657610534633473,3568,ad_18000000000_3_7_1,TRUE,33.968,1024,576,Household Products,Toys,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
Magnetic accessories keep your measuring spoons within reach and control kitchen chaos!,Gomeday,2,0.01,7317573437652385793,8302,ad_18000000000_3_8_1,TRUE,53.271,1024,576,Household Products,Kitchen Accessories,Conversions,Product-Centric,Product demo,Native Video,Unclear,Primarily Female,Solution Aware,Sales
It is an Intelligent sensor trash can that bring endless convenience to your life!,inscrutabilities,2,0.01,7252158218800234498,2931,ad_18000000000_3_9_1,TRUE,26.914,1280,720,Household Products,Cleaning Appliances,Conversions,Product-Centric,Unboxing,Native Video,None,No People Featured,Unclear,Sales
Do you even have to ask at this point? Amazon. It’s always Amazon 😂 #amazonfinds #amazonmusthaves #magictap #drinkdispenser,,2,0.01,7186720537784238082,3740,ad_18000000000_3_10_1,TRUE,9.402,1024,576,Household Products,Glasses & Drinkware,Conversions,Product-Centric,Product demo,Native Video,Customers,Unclear,Problem Aware,Sales
E-commerce websites and platforms,ElTony,1,0.01,7247046061428604929,2883,ad_18000000000_3_11_1,TRUE,17.234,1280,720,Household Products,Daily Essentials,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Solution Aware,Sales
COME ON IN AND CHOOSE,BestGift,1,0.01,7320317805294387201,7658,ad_18000000000_3_12_1,TRUE,5.641,1024,576,Household Products,Toys,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Product Aware,Sales
Say bye to single-use plastic & hellooo to the Fridge Bundle,wandpdesign,2,0.01,7177874145404895233,11878,ad_18000000000_3_13_1,TRUE,32.834,1024,576,Household Products,Storage Products,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Awareness
Kitchen Gadget Electric French Fry Cutter With Blades Stainless Steel Vegetable Potato Carrot!,Penns,2,0.01,7386232322235056136,1839,ad_18000000000_3_14_1,TRUE,14.327,1280,720,Household Products,Kitchen Accessories,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Sales
One more cool Flipper use case,Flipper Zero Official,1,0.01,7177716475896348673,13963,ad_18000000000_3_15_1,TRUE,13.667,1024,576,Household Products,Toys,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Product Aware,Awareness
30% off Spring sale!,Hollivo Sticky Squishy Orbs,1,0.01,7221978447752232961,10229,ad_18000000000_3_16_1,TRUE,19.367,1024,576,Household Products,Toys,Conversions,Product-Centric,Product demo,Native Video,Customers,Unclear,Product Aware,Sales
Transform Your Cleaning Routine with This Dirt-Busting Miracle Product!,Affordable Cleaning Products,2,0.01,7223534328423563265,9087,ad_18000000000_3_17_1,TRUE,37.176,960,540,Household Products,Cleaning Supplies,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
How will you use The Mighty Bar? Let us know in the comments.  Once you add it to your keys you’ll never go back🤘 #keychaintool #themightybar #amsrworksounds #asmrsound,,1,0.01,7306943630883176450,5307,ad_18000000000_3_18_1,TRUE,55.982,1022,576,Household Products,Daily Essentials,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Problem Aware,Awareness
Join this online class and receive a free laptop!,Government Laptop Programme,2,0.01,7254549589369683969,1995,ad_10000000000_3_0_1,TRUE,14.614,960,540,Education,Other Education,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Unaware Audience,Sales
Love your child,Find Me,2,0.01,7292441578268950529,26748,ad_10000000000_3_1_1,FALSE,18.948,960,540,Education,Other Education,Conversions,Brand Story & Mission-Driven,None,Native Video,Unclear,Diverse Age Range,Unclear,Awareness
"Education should be a right, not a privilege. With New Age, we are aligning our mission with American and global education values championing equity, equality, and inclusion for every learner.  No matter where you are, education should empower you. It's time to break barriers and build a future where everyone has access to knowledge. Join us in shaping the #NewAge of learning.  #EquityInEducation #GlobalLearning #NewToEducation #EducationForAll #newtoed #newtoeducation #American #global ",,1,0.01,7472320760155783185,2280,ad_10000000000_3_2_1,FALSE,102.395,1024,576,Education,Higher Education,Conversions,Brand Story & Mission-Driven,Cinematic brand film,High-Production Video,Combination of actors and customers,Diverse Age Range,Unclear,Awareness
Join this online class and receive a free laptop,Government Laptop Programme,2,0.01,7256733141030109185,5642,ad_10000000000_3_3_1,TRUE,14.614,960,540,Education,Other Education,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,Unclear,Problem Aware,Sales
"Get filter design degree ONLINE, from the comfort of your home!",Filter Design Online,2,0.01,7224808045762428930,16612,ad_10000000000_3_4_1,TRUE,11.169,1024,576,Education,Higher Education,Conversions,Educational & Explainer,Product demo,Native Video,Unclear,Unclear,Solution Aware,Engagement
Learn how to create it;,Vid-Game,1,0.01,7078290089374449665,2134,ad_10000000000_3_5_1,FALSE,7.939,1024,576,Education,Vocational Training,Conversions,Promotional & Offer-Based,None,Native Video,Actors,Primarily Young Adults,Product Aware,App Promotion
"[""Online & Digital Marketing Degree""]",Online & Digital Marketing Degree,2,0.01,7385100079243345938,16874,ad_10000000000_3_6_1,TRUE,13.607,1280,720,Education,Higher Education,Conversions,Educational & Explainer,FAQ,Native Video,Influencers,Primarily Female,Problem Aware,Engagement
Learn UX/UI and App Design!,UX&UI&ME,1,0.01,7267101027802923009,1871,ad_10000000000_3_7_1,TRUE,15.44,960,540,Education,Vocational Training,Conversions,Educational & Explainer,Animated explainer,Native Video,Actors,Primarily Female,Problem Aware,Awareness
Best Music Production Degree Today,MUSIC_PRODUCTION,1,0.01,7281312120880824322,60286,ad_10000000000_3_8_1,TRUE,11.168,1024,576,Education,Non-academic Training (Hobbies),Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Solution Aware,Awareness
Earn your graphic design degree online!,pr.graphic-design-degree--72292.com,2,0.01,7147028307828080641,5097,ad_10000000000_3_9_1,TRUE,13.863,960,540,Education,Higher Education,Conversions,Educational & Explainer,Product demo,Native Video,None,No People Featured,Problem Aware,Awareness
Try 3D Fashion Design Apps!,FASHION DESIGN,1,0.01,7246458410820222978,6286,ad_10000000000_3_10_1,FALSE,21.34,1024,576,Education,Non-academic Training (Hobbies),Conversions,Educational & Explainer,Product demo,Native Video,None,No People Featured,Solution Aware,Awareness
"This is your chance, don't miss it.",Online Schools,2,0.01,7207846414054047746,2564,ad_10000000000_3_11_1,FALSE,5.388,960,540,Education,Non-academic Training (Hobbies),Conversions,Educational & Explainer,Product demo,Native Video,None,No People Featured,Problem Aware,Traffic
Unlock Your Potential: Learn UX Design in US,Ux Design Courses,2,0.01,7231929585847255041,5788,ad_10000000000_3_12_1,TRUE,10.032,960,540,Education,Vocational Training,Conversions,Educational & Explainer,Animated explainer,Native Video,None,No People Featured,Solution Aware,App Promotion
"This is your chance, don't miss it.",Your School,2,0.01,7272391639069573122,28790,ad_10000000000_3_13_1,FALSE,6.501,1280,720,Education,Non-academic Training (Hobbies),Conversions,Educational & Explainer,Product demo,Native Video,None,No People Featured,Solution Aware,Engagement
What if I can teach you a 70k to 100k+ skillset in less than 60 minutes?,Jennifer Gaddis,2,0.01,7435481227413192712,6469,ad_10000000000_3_14_1,TRUE,37.919,1024,576,Education,Vocational Training,Conversions,Educational & Explainer,Expert review,Native Video,Experts,Primarily Female,Solution Aware,Leads
"This is your chance, don't miss it.",Your School,2,0.01,7271556828193652737,2184,ad_10000000000_3_15_1,TRUE,5.388,960,540,Education,Non-academic Training (Hobbies),Conversions,Educational & Explainer,Product demo,Native Video,None,No People Featured,Problem Aware,Engagement
Explore grad schools for you!,nichesocial,2,0.01,7106187807208030210,4106,ad_10000000000_3_16_1,TRUE,25.686,1024,576,Education,Higher Education,Conversions,Educational & Explainer,FAQ,Native Video,None,No People Featured,Solution Aware,Leads
Swipe Left!,Wallpapers Design Courses,2,0.01,7242963696724754433,12395,ad_10000000000_3_17_1,TRUE,10.216,1280,720,Education,Vocational Training,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Problem Aware,Awareness
Design Your Photos!,Mr. Graphic Designer,1,0.01,7150922878081744898,9781,ad_10000000000_3_18_1,TRUE,9.405,960,540,Education,Vocational Training,Conversions,Educational & Explainer,Before-and-after story,Native Video,None,Primarily Young Adults,Problem Aware,Engagement
Unlock Your Potential: Learn UX Design in US,Ux Design Courses,2,0.01,7225888948395802626,40266,ad_10000000000_3_19_1,TRUE,13.189,960,540,Education,Vocational Training,Conversions,Educational & Explainer,Animated explainer,Native Video,None,No People Featured,Problem Aware,App Promotion
MUST CLICK THIS AD TO REDEEM OFFER.,Fabletics Men,2,0.01,7302546361801801730,10336,ad_30000000000_3_0_1,TRUE,24.363,1280,720,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Combination of actors and customers,Diverse Gender Representation,Product Aware,Sales
MUST CLICK THIS AD TO REDEEM OFFER.,Fabletics Men,2,0.01,7306596454511099905,4558,ad_30000000000_3_1_1,TRUE,25.046,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Combination of actors and customers,Diverse Age Range,Product Aware,Sales
MUST CLICK THIS AD TO REDEEM OFFER.,Fabletics Men,2,0.01,7302546384685826049,6595,ad_30000000000_3_2_1,TRUE,24.598,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Customers,Primarily Male,Product Aware,Sales
Get up to Us $30 off for new users,Alibaba.com - B2B marketplace,2,0.01,7439392204089065490,100686,ad_30000000000_3_3_1,FALSE,10.967,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Static Image,None,No People Featured,Unclear,Sales
"På jagt efter gaven til manden, der ikke ønsker sig noget? 🎁🏇✨ Bliv inspireret af vores gaveguide til mænd. Shop tidløse og klassiske polo-styles på uspoloassn.dk ❄️🎄 #USPoloAssn #USPAstyle ’Tis the season to be gifting! 🎁✨ Get him the ultimate holiday upgrade from our gift guide with uspoloassn.dk 🎄❄️ #USPoloAssn #USPAstyle ",,2,0.01,7313967349270380546,20894,ad_30000000000_3_4_1,TRUE,13.722,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Product-Centric,Product demo,Native Video,Actors,Primarily Male,Solution Aware,Sales
Get up to Us $30 off for new users,Alibaba.com - B2B marketplace,2,0.01,7439391924656554002,81852,ad_30000000000_3_5_1,FALSE,10.967,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Unclear,Sales
Get up to Us $30 off for new users,Alibaba.com,2,0.01,7439392204089081874,104829,ad_30000000000_3_6_1,FALSE,10.967,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Static Image,None,No People Featured,Unclear,Sales
love the fit #greenscreen #foryou #fyp #furdich #streetwear #y2k #europe,,1,0.01,7462539491920855057,94097,ad_30000000000_3_7_1,TRUE,10.843,1024,576,E-Commerce (Non-app),Small & Medium-sized E-commerce Platforms,Conversions,Product-Centric,Product demo,Native Video,None,Unclear,Solution Aware,Sales
"Shop now at Aelfriceden and turn heads with our latest fashion picks.Don't miss out, shop today!",aelfricedenofficial,2,0.01,7331574918914801665,18886,ad_30000000000_3_8_1,TRUE,7.71,1280,720,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,None,No People Featured,Solution Aware,Engagement
Search for Online Shopping deals,Online-Shopping-Angebote,2,0.01,7264898225952538626,30373,ad_30000000000_3_9_1,TRUE,39.033,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
Find YOUR Family Tartan at USA Kilts!,USA Kilts,2,0.01,7197161455720251393,8191,ad_30000000000_3_10_1,TRUE,23.595,1280,720,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Product-Centric,Product demo,Native Video,Experts,Primarily Middle-Aged Adults,Product Aware,Sales
LOWEST PRICES ON SHOES,DISCOUNT SHOES,2,0.01,7244260537642909698,30007,ad_30000000000_3_11_1,TRUE,8.683,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Product Aware,Sales
yall got it 😎,,2,0.01,7470931698911264769,22589,ad_30000000000_3_12_1,TRUE,7.036,992,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Influencers,Primarily Female,Product Aware,Sales
The 180-day lowest prices are waiting for you.,Alibaba.com - B2B marketplace,1,0.01,7446737036708413458,69077,ad_30000000000_3_13_1,FALSE,10,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Flash sale,Native Video,None,No People Featured,Product Aware,Sales
Up to 80% discount available on all items. Last day countdown,Clothes wholesale,2,0.01,7468622243518758929,2192,ad_30000000000_3_14_1,FALSE,34.111,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Actors,Primarily Female,Solution Aware,Sales
A tee for all of your sneaker!🎨👟 #fy#fyp#fypシ#snelos #matchusneakers #jordans##tshirt#fashion#clothing#jordanshirt#jordanmenshirt#nikeshirt#jordanshirtmen#matchjordanshirt#airjordanshirt#shirttomatchjordan#jordantees#jordantshirt#jordanoutfits#sneaker#sneakerhead#screenprinting#screenprintingshirts,,2,0.01,7172224985535397889,46998,ad_30000000000_3_15_1,FALSE,11.84,1246,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Product-Centric,None,Static Image,Combination of actors and customers,Diverse Age Range,Product Aware,Sales
Swipe Left ! 80% OFF !,Gaming Discounts,2,0.01,7308003690699014146,5906,ad_30000000000_3_16_1,TRUE,15.083,1280,720,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Product Aware,Sales
Spreading the joy of Christmas over a classic Danish feast 🎄🏇 Shop these cozy essentials and more at uspoloassn.dk! #USPoloAssn #USPAstyle. Spred juleglæde med U.S. Polo Assn. 🎄🏇 Bliv inspireret af polostilen og find dine nye styles til julen på uspoloassn.dk #USPoloAssn #USPAstyle.,,2,0.01,7313939419210219521,49209,ad_30000000000_3_17_1,TRUE,21.803,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,None,Unclear,Unclear,Awareness
Up to 80% discount available on all items. Last day countdown,Clothes wholesale,2,0.01,7468622207918374913,4187,ad_30000000000_3_18_1,FALSE,30.604,1024,576,E-Commerce (Non-app),Large E-commerce Platforms,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Actors,Primarily Female,Product Aware,Sales
Fire new gear just dropped. Get it before it's gone.,FableticsMen,2,0.01,7242357152694190082,109046,ad_28000000000_3_0_1,TRUE,28.011,1024,576,Sports & Outdoor,Sports & Outdoor,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Influencers,Primarily Young Adults,Product Aware,Sales
NEW LIMITED TIME OFFER!,Fabletics Men,2,0.01,7330010965391081473,8181,ad_28000000000_3_1_1,TRUE,27.414,1024,576,Sports & Outdoor,Sports & Outdoor,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Actors,Primarily Male,Solution Aware,Sales
New VIPs get 2 for $24 shorts??? BFFR!,FableticsMen,2,0.01,7319543789026017281,13251,ad_28000000000_3_2_1,TRUE,27.414,1024,576,Sports & Outdoor,Sports & Outdoor,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,Actors,Primarily Male,Solution Aware,Sales
You won’t regret this purchase y’all! #fit #fitness #abs #chest #core #booty #glutes #athomeworkout #athomefitness #mistydawn3431,,1,0.01,7257755303680311297,2207,ad_28000000000_3_3_1,TRUE,72.235,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Testimonial & Social Proof,Product demo,Native Video,Customers,Primarily Female,Problem Aware,Sales
Become the change that you want to see.,,1,0.01,7332438031784099841,2532,ad_28000000000_3_4_1,TRUE,15.072,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Solution Aware,Awareness
"one of our most viral videos 🌊 patent-pending second-skin swim 🧡 this style is mostly sold out but we have other pieces, too!  Swimwear brands swimwear haul 2022 #femalefounded #smallbusiness #midsizefashion #swimsuitbrands ",,2,0.01,7150314619545190401,106111,ad_28000000000_3_5_1,TRUE,57.583,986,576,Sports & Outdoor,Sports & Equipment,Conversions,Educational & Explainer,FAQ,Native Video,Customers,Primarily Female,Product Aware,Engagement
Your New Kini Is Waiting!,kulanikinis,2,0.01,7340415777541029890,47475,ad_28000000000_3_6_1,TRUE,11.534,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
Your New Kini Is Waiting!,kulanikinis,2,0.01,7340421346474655745,75903,ad_28000000000_3_7_1,TRUE,6.222,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Female,Product Aware,Sales
Your New Kini Is Waiting!,kulanikinis,2,0.01,7340415771438596098,66799,ad_28000000000_3_8_1,TRUE,8.637,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Product-Centric,Product demo,Native Video,Influencers,Primarily Young Adults,Product Aware,Sales
"New product special, free shipping, $5 off. Shape your waist for a perfect body shape!",,2,0.01,7471171732726054928,6266,ad_28000000000_3_9_1,TRUE,113.707,1024,576,Sports & Outdoor,Sports & Outdoor,Conversions,Product-Centric,Product demo,Native Video,Combination of influencers and customers,Primarily Young Adults,Solution Aware,Sales
Treat Yourself To ‘Stolen Hearts’ This Summer!,kulanikinis,1,0.01,7340415769472614401,3424,ad_28000000000_3_10_1,TRUE,11.5,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Influencers,Primarily Young Adults,Product Aware,Sales
"Ditch flimsy gear! Our Weather-Resistant shelter is built to last, withstanding rain, wind & sun.",EXOD,2,0.01,7485327557883150354,2801,ad_28000000000_3_11_1,TRUE,5.551,1024,576,Sports & Outdoor,Outdoor Equipment,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Unclear,Unclear,Solution Aware,Awareness
Mexico 2023 WBC Jersey! Get Yours Now!,Jersey Outfit,1,0.01,7211789177452036097,1762,ad_28000000000_3_12_1,TRUE,40.937,1026,576,Sports & Outdoor,Sports & Outdoor,Conversions,Promotional & Offer-Based,Limited-time offer,Native Video,None,No People Featured,Product Aware,Sales
Get the amazing and affordable wheelchair! Swipe left!,Best Affordable Wheelchair,1,0.01,7256781391969501186,2006,ad_28000000000_3_13_1,TRUE,7.6,1024,576,Sports & Outdoor,Sports & Outdoor,Conversions,Product-Centric,Product demo,Native Video,Customers,Primarily Older Adults,Problem Aware,Sales
Make a Splash at Home: Unveiling Backyard Pools USA's Exclusive Collection!,FunPools,2,0.01,7322059058931318786,5702,ad_28000000000_3_14_1,TRUE,12.145,960,540,Sports & Outdoor,Sports & Outdoor,Conversions,Product-Centric,Product demo,Native Video,None,No People Featured,Problem Aware,Sales
Special offer ending today!,Rocking chair,2,0.01,7321891161311969281,7995,ad_28000000000_3_15_1,TRUE,21.502,960,540,Sports & Outdoor,Outdoor Equipment,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Solution Aware,Sales
Get 72-hour delivery  by placing your order today,BOXE,2,0.01,7171098821593530369,9914,ad_28000000000_3_16_1,TRUE,22.99,1024,576,Sports & Outdoor,Sports & Outdoor,Conversions,Lifestyle & Aspirational,Product demo,Native Video,Customers,Primarily Female,Solution Aware,Awareness
"A Pool for Every Lifestyle, a Design for Every Dream",Pools,0,0.01,7352499912841461776,7827,ad_28000000000_3_17_1,TRUE,13.12,1024,576,Sports & Outdoor,Outdoor Equipment,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
Spend The Day With Me...,,2,0.01,7279065836018958338,2629,ad_28000000000_3_18_1,TRUE,43.121,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Brand Story & Mission-Driven,Behind-the-scenes,Native Video,None,Primarily Female,Product Aware,Engagement
Use our last hours to get the best Christmas offer now.,BOXE FIT,2,0.01,7301971556300849154,6537,ad_28000000000_3_19_1,TRUE,32.672,1024,576,Sports & Outdoor,Sports & Equipment,Conversions,Lifestyle & Aspirational,Day-in-the-life story,Native Video,Customers,Primarily Female,Solution Aware,Engagement
Meet your new earplugs,loopearplugs,2,0.01,7397739581141680144,22805,ad_29000000000_3_0_1,TRUE,17.494,1024,576,Health,Medical Services,Conversions,Product-Centric,Product demo,Native Video,Unclear,Unclear,Problem Aware,Sales
Swipe left and find test!,Jessica748421245,2,0.01,7450993135549874177,12010,ad_29000000000_3_1_1,FALSE,7,1280,720,Health,Medical Information,Conversions,Not Applicable,None,Static Image,None,No People Featured,Unclear,Unclear
Swipe left and find test!,Jessica748421245,2,0.01,7450993150288642065,24947,ad_29000000000_3_2_1,FALSE,7,1280,720,Health,Medical Information,Conversions,Not Applicable,None,Static Image,None,No People Featured,Unclear,Unclear
Why has our child's growth been so impressive in just six months?,,1,0.01,7469668970150068242,2879,ad_29000000000_3_3_1,TRUE,48.107,1280,720,Health,Medical Information,Conversions,Testimonial & Social Proof,Before-and-after story,Native Video,Combination of actors and customers,Diverse Age Range,Problem Aware,Sales
Find out if you have depression,😢💔Try Depression test 💔😢,2,0.01,7342154403178971137,9004,ad_29000000000_3_4_1,FALSE,12.655,1024,576,Health,Medical Services,Conversions,Trend-Based & Reactive,Meme-based content,Native Video,Customers,Diverse Age Range,Unclear,Engagement
Replying to @kendalllewis52 brother get them during the flash sale. Save lots of money!,,2,0.01,7428282160623288321,2872,ad_29000000000_3_5_1,TRUE,53.534,1024,576,Health,Dietary Supplements,Conversions,Testimonial & Social Proof,Expert review,Native Video,Influencers,Primarily Male,Solution Aware,Sales
"Quick hearing test, check the options!",Best Hearing Test,1,0.01,7291619648670728193,9776,ad_29000000000_3_6_1,FALSE,7.616,1280,720,Health,Medical Services,Conversions,Educational & Explainer,FAQ,Native Video,None,No People Featured,Problem Aware,Awareness
All my stressed kings and queens unite 🫂 @Whole Foods Market has @Beekeeper’s Naturals stress support 🙂‍↔️✨ #beekeeperspartner #wholefoods #stresssupport #propolis #momlife #fyp,,2,0.01,7431311058578866193,9178,ad_29000000000_3_7_1,TRUE,39,1024,576,Health,Dietary Supplements,Conversions,Product-Centric,Unboxing,Native Video,Customers,Primarily Female,Solution Aware,Sales
